,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
12291,2016-09-03,24.0,,,,,0.0,,,,,,4613.0
12292,2016-09-04,24.0,,,,,0.0,,,,,,4905.0
12293,2016-09-05,24.0,,,,,0.0,,,,,,4451.0
12294,2016-09-06,24.0,,,,,0.0,,,,,,4422.754852916667
12295,2016-09-07,24.0,,,,,0.0,,,,,,4431.691451875
12296,2016-09-08,24.0,,,,,0.0,,,,,,4454.880958125
12297,2016-09-09,24.0,,,,,0.0,,,,,,4452.006722291667
12298,2016-09-10,24.0,,,,,0.0,,,,,,4435.164344791667
12299,2016-09-11,24.0,,,,,0.0,,,,,,4437.442420416667
12300,2016-09-12,10.94167,,,,,0.0,,,,,,1971.7808252083332
12301,2016-09-13,0.0,,,,,0.0,,,,,,0.034011875
12302,2016-09-14,9.55833,,,,,0.0,,,,,,1810.6844408333334
12303,2016-09-15,24.0,,,,,0.0,,,,,,4469.375991458333
12304,2016-09-16,24.0,,,,,0.0,,,,,,4474.8128658333335
12305,2016-09-17,7.60833,,,,,0.0,,,,,,1419.0116202083334
12306,2016-09-18,0.0,,,,,0.0,,,,,,0.0
12307,2016-09-19,0.0,,,,,0.0,,,,,,0.23548958333333334
12308,2016-09-20,,,,,,,,,,,,
12309,2016-09-21,,,,,,,,,,,,
12310,2016-09-22,,,,,,,,,,,,
12311,2016-09-23,,,,,,,,,,,,
12312,2016-09-24,,,,,,,,,,,,
12313,2016-09-25,,,,,,,,,,,,
12314,2016-09-26,,,,,,,,,,,,
12315,2016-09-27,,,,,,,,,,,,
12316,2016-09-28,,,,,,,,,,,,
12317,2016-09-29,,,,,,,,,,,,
12318,2016-09-30,,,,,,,,,,,,
12319,2016-10-01,,,,,,,,,,,,
12320,2016-10-02,,,,,,,,,,,,
12321,2016-10-03,,,,,,,,,,,,
12322,2016-10-04,,,,,,,,,,,,
12323,2016-10-05,,,,,,,,,,,,
12324,2016-10-06,,,,,,,,,,,,
12325,2016-10-07,,,,,,,,,,,,
12326,2016-11-01,,,,,,,,,,,,
12327,2016-12-01,,,,,,,,,,,,
