,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
14063,2012-06-01,24.0,,,,,0.0,,,,,,4136.0
14064,2012-06-02,24.0,,,,,0.0,,,,,,4663.0
14065,2012-06-03,24.0,,,,,0.0,,,,,,5537.0
14066,2012-06-04,24.0,,,,,0.0,,,,,,5588.0
14067,2012-06-05,24.0,,,,,0.0,,,,,,5364.03588125
14068,2012-06-06,24.0,,,,,0.0,,,,,,3941.8998333333334
14069,2012-06-07,24.0,,,,,0.0,,,,,,5228.171531458333
14070,2012-06-08,24.0,,,,,0.0,,,,,,5489.198013541667
14071,2012-06-09,24.0,,,,,0.0,,,,,,5481.021515625
14072,2012-06-10,24.0,,,,,0.0,,,,,,4610.474952916667
14073,2012-06-11,24.0,,,,,0.0,,,,,,4651.039825416667
14074,2012-06-12,24.0,,,,,0.0,,,,,,5588.453102291666
14075,2012-06-13,22.66667,,,,,0.0,,,,,,4824.3762925
14076,2012-06-14,24.0,,,,,0.0,,,,,,5615.695495
14077,2012-06-15,24.0,,,,,0.0,,,,,,4476.59246
14078,2012-06-16,24.0,,,,,0.0,,,,,,3638.4232033333333
14079,2012-06-17,24.0,,,,,0.0,,,,,,5552.655746458333
14080,2012-06-18,24.0,,,,,0.0,,,,,,5366.883414583333
14081,2012-06-19,24.0,,,,,0.0,,,,,,5470.780899166667
14082,2012-06-20,16.0,,,,,0.0,,,,,,3613.15257125
14083,2012-06-21,24.0,,,,,0.0,,,,,,4604.864586041666
14084,2012-06-22,24.0,,,,,0.0,,,,,,4041.665413125
14085,2012-06-23,24.0,,,,,0.0,,,,,,4067.142310625
14086,2012-06-24,24.0,,,,,0.0,,,,,,4061.5346591666666
14087,2012-06-25,24.0,,,,,0.0,,,,,,4673.9
14088,2012-06-26,24.0,,,,,0.0,,,,,,5479.1636277083335
14089,2012-06-27,24.0,,,,,0.0,,,,,,5504.046311041667
14090,2012-06-28,24.0,,,,,0.0,,,,,,5585.098411666667
14091,2012-06-29,24.0,,,,,0.0,,,,,,5654.346290416666
14092,2012-06-30,24.0,,,,,0.0,,,,,,4666.3
14093,2012-07-01,24.0,,,,,0.0,,,,,,4633.416229583333
14094,2012-07-02,24.0,,,,,0.0,,,,,,5622.8
14095,2012-07-03,24.0,,,,,0.0,,,,,,5807.6
14096,2012-07-04,24.0,,,,,0.0,,,,,,5781.0
14097,2012-07-05,24.0,,,,,0.0,,,,,,4404.9
14098,2012-07-06,24.0,,,,,0.0,,,,,,4535.62329
14099,2012-07-07,24.0,,,,,0.0,,,,,,4611.254677291667
14100,2012-07-08,24.0,,,,,0.0,,,,,,5184.416015
14101,2012-07-09,24.0,,,,,0.0,,,,,,5297.683425833334
14102,2012-07-10,24.0,,,,,0.0,,,,,,5336.336059791666
14103,2012-07-11,20.33333,,,,,0.0,,,,,,3976.0
14104,2012-07-12,24.0,,,,,0.0,,,,,,4441.0
14105,2012-07-13,24.0,,,,,0.0,,,,,,4529.0
14106,2012-07-14,24.0,,,,,0.0,,,,,,5669.0
14107,2012-07-15,24.0,,,,,0.0,,,,,,5639.0
14108,2012-07-16,24.0,,,,,0.0,,,,,,5453.0
14109,2012-07-17,24.0,,,,,0.0,,,,,,4624.87519125
14110,2012-07-18,24.0,,,,,0.0,,,,,,4697.003577708333
14111,2012-07-19,24.0,,,,,0.0,,,,,,4592.416228541667
14112,2012-07-20,24.0,,,,,0.0,,,,,,4960.257782291666
14113,2012-07-21,24.0,,,,,0.0,,,,,,5672.681297291667
14114,2012-07-22,24.0,,,,,0.0,,,,,,5666.581329583333
14115,2012-07-23,24.0,,,,,0.0,,,,,,4252.006531041667
14116,2012-07-24,24.0,,,,,0.0,,,,,,4416.622246041667
14117,2012-07-25,24.0,,,,,0.0,,,,,,4409.03381375
14118,2012-07-26,24.0,,,,,0.0,,,,,,4413.94111625
14119,2012-07-27,24.0,,,,,0.0,,,,,,4552.711623541667
14120,2012-07-28,24.0,,,,,0.0,,,,,,5978.7444608333335
14121,2012-07-29,24.0,,,,,0.0,,,,,,6236.521903125
14122,2012-07-30,24.0,,,,,0.0,,,,,,5388.299018958333
14123,2012-07-31,24.0,,,,,0.0,,,,,,4357.9632716666665
14124,2012-08-01,24.0,,,,,0.0,,,,,,4195.583060833334
14125,2012-08-02,24.0,,,,,0.0,,,,,,4081.366348541667
14126,2012-08-03,24.0,,,,,0.0,,,,,,4897.025161875
14127,2012-08-04,24.0,,,,,0.0,,,,,,7064.54948375
14128,2012-08-05,24.0,,,,,0.0,,,,,,6979.986861666666
14129,2012-08-06,24.0,,,,,0.0,,,,,,5006.759902291667
14130,2012-08-07,24.0,,,,,0.0,,,,,,4323.7
14131,2012-08-08,24.0,,,,,0.0,,,,,,4308.0
14132,2012-08-09,24.0,,,,,0.0,,,,,,4439.0
14133,2012-08-10,24.0,,,,,0.0,,,,,,4290.8
14134,2012-08-11,24.0,,,,,0.0,,,,,,6831.9
14135,2012-08-12,24.0,,,,,0.0,,,,,,5316.3
14136,2012-08-13,21.12499,,,,,0.0,,,,,,4239.0
14137,2012-08-14,0.0,,,,,0.0,,,,,,0.0
14138,2012-08-15,0.0,,,,,0.0,,,,,,0.0
14139,2012-08-16,0.0,,,,,0.0,,,,,,0.0
14140,2012-08-17,0.0,,,,,0.0,,,,,,0.0
14141,2012-08-18,0.0,,,,,0.0,,,,,,0.0
14142,2012-08-19,0.0,,,,,0.0,,,,,,0.0
14143,2012-08-20,0.0,,,,,0.0,,,,,,0.0
14144,2012-08-21,0.0,,,,,0.0,,,,,,0.0
14145,2012-08-22,0.0,,,,,0.0,,,,,,0.0
14146,2012-08-23,0.0,,,,,0.0,,,,,,0.0
14147,2012-08-24,0.0,,,,,0.0,,,,,,0.0
14148,2012-08-25,0.0,,,,,0.0,,,,,,0.0
14149,2012-08-26,0.0,,,,,0.0,,,,,,0.0
14150,2012-08-27,0.0,,,,,0.0,,,,,,0.0
14151,2012-08-28,0.0,,,,,0.0,,,,,,0.0
14152,2012-08-29,0.0,,,,,0.0,,,,,,0.0
14153,2012-08-30,0.0,,,,,0.0,,,,,,0.0
14154,2012-08-31,0.0,,,,,0.0,,,,,,0.0
14155,2012-09-01,0.0,,,,,0.0,,,,,,0.0
14156,2012-09-02,0.0,,,,,0.0,,,,,,0.0
14157,2012-09-03,0.0,,,,,0.0,,,,,,0.0
14158,2012-09-04,0.0,,,,,0.0,,,,,,0.0
14159,2012-09-05,0.0,,,,,0.0,,,,,,0.0
14160,2012-09-06,0.0,,,,,0.0,,,,,,0.0
14161,2012-09-07,0.0,,,,,0.0,,,,,,0.0
14162,2012-09-08,0.0,,,,,0.0,,,,,,0.0
14163,2012-09-09,0.0,,,,,0.0,,,,,,0.0
14164,2012-09-10,0.0,,,,,0.0,,,,,,0.0
14165,2012-09-11,0.0,,,,,0.0,,,,,,0.0
14166,2012-09-12,0.0,,,,,0.0,,,,,,0.0
14167,2012-09-13,4.66667,,,,,0.0,,,,,,924.0
14168,2012-09-14,4.29167,,,,,0.0,,,,,,808.5531704166667
14169,2012-09-15,0.0,,,,,0.0,,,,,,0.0
14170,2012-09-16,0.0,,,,,0.0,,,,,,0.0
14171,2012-09-17,0.0,,,,,0.0,,,,,,0.0
14172,2012-09-18,0.0,,,,,0.0,,,,,,0.0
14173,2012-09-19,0.0,,,,,0.0,,,,,,0.0
14174,2012-09-20,0.0,,,,,0.0,,,,,,0.0
14175,2012-09-21,0.0,,,,,0.0,,,,,,0.0
14176,2012-09-22,0.0,,,,,0.0,,,,,,0.0
14177,2012-09-23,0.0,,,,,0.0,,,,,,0.0
14178,2012-09-24,0.0,,,,,0.0,,,,,,0.0
14179,2012-09-25,0.0,,,,,0.0,,,,,,0.0
14180,2012-09-26,0.0,,,,,0.0,,,,,,0.0
14181,2012-09-27,0.0,,,,,0.0,,,,,,0.0
14182,2012-09-28,0.0,,,,,0.0,,,,,,56.79997229166667
14183,2012-09-29,4.325,,,,,0.0,,,,,,1205.8982004166667
14184,2012-09-30,24.0,,,,,0.0,,,,,,5072.2
14185,2012-10-01,24.0,,,,,0.0,,,,,,4588.9
14186,2012-10-02,24.0,,,,,0.0,,,,,,4586.876937708334
14187,2012-10-03,24.0,,,,,0.0,,,,,,5056.463531875
14188,2012-10-04,24.0,,,,,0.0,,,,,,5348.513130416667
14189,2012-10-05,24.0,,,,,0.0,,,,,,5334.767355833334
14190,2012-10-06,24.0,,,,,0.0,,,,,,5317.431510416666
14191,2012-10-07,24.0,,,,,0.0,,,,,,4229.1656264583335
14192,2012-10-08,24.0,,,,,0.0,,,,,,4237.22190875
14193,2012-10-09,24.0,,,,,0.0,,,,,,5552.8636166666665
14194,2012-10-10,24.0,,,,,0.0,,,,,,5775.402145416667
14195,2012-10-11,24.0,,,,,0.0,,,,,,6013.23056875
14196,2012-10-12,24.0,,,,,0.0,,,,,,5892.305351666667
14197,2012-10-13,16.5,,,,,0.0,,,,,,3318.63032125
14198,2012-10-14,4.84167,,,,,0.0,,,,,,877.7305739583334
14199,2012-10-15,0.0,,,,,0.0,,,,,,0.0
14200,2012-10-16,0.0,,,,,0.0,,,,,,0.0
14201,2012-10-17,0.0,,,,,0.0,,,,,,0.0
14202,2012-10-18,0.0,,,,,0.0,,,,,,0.0
14203,2012-10-19,6.825,,,,,0.0,,,,,,1283.8056635416667
14204,2012-10-20,24.0,,,,,0.0,,,,,,5324.234557916667
14205,2012-10-21,24.0,,,,,0.0,,,,,,5267.590431458333
14206,2012-10-22,18.33333,,,,,0.0,,,,,,4343.921069166667
14207,2012-10-23,19.83333,,,,,0.0,,,,,,6226.908744583333
14208,2012-10-24,24.0,,,,,0.0,,,,,,8181.812591458333
14209,2012-10-25,14.00834,,,,,0.0,,,,,,4570.726935625
14210,2012-10-26,18.83333,,,,,0.0,,,,,,3461.78463875
14211,2012-10-27,0.0,,,,,0.0,,,,,,0.0
14212,2012-10-28,6.99166,,,,,0.0,,,,,,1060.4
14213,2012-10-29,24.0,,,,,0.0,,,,,,4149.776893333334
14214,2012-10-30,24.0,,,,,0.0,,,,,,4184.8571929166665
14215,2012-10-31,24.0,,,,,0.0,,,,,,4300.0
14216,2012-11-01,24.0,,,,,0.0,,,,,,4403.0
14217,2012-11-02,24.0,,,,,0.0,,,,,,4453.0
14218,2012-11-03,24.0,,,,,0.0,,,,,,4424.075721666667
14219,2012-11-04,24.0,,,,,0.0,,,,,,4420.5
14220,2012-11-05,24.0,,,,,0.0,,,,,,7863.135283958333
14221,2012-11-06,24.0,,,,,0.0,,,,,,7109.567383125
14222,2012-11-07,24.0,,,,,0.0,,,,,,6896.367157291666
14223,2012-11-08,24.0,,,,,0.0,,,,,,6984.22590625
14224,2012-11-09,24.0,,,,,0.0,,,,,,7042.0367275
14225,2012-11-10,24.0,,,,,0.0,,,,,,6328.937271875
14226,2012-11-11,24.0,,,,,0.0,,,,,,5553.504615833333
14227,2012-11-12,24.0,,,,,0.0,,,,,,5724.454574375
14228,2012-11-13,24.0,,,,,0.0,,,,,,5812.3
14229,2012-11-14,24.0,,,,,0.0,,,,,,5865.0
14230,2012-11-15,24.0,,,,,0.0,,,,,,5790.8128275
14231,2012-11-16,24.0,,,,,0.0,,,,,,5761.9875483333335
14232,2012-11-17,24.0,,,,,0.0,,,,,,5722.576568333333
14233,2012-11-18,24.0,,,,,0.0,,,,,,5741.0
14234,2012-11-19,24.0,,,,,0.0,,,,,,5699.0
14235,2012-11-20,24.0,,,,,0.0,,,,,,5451.912818333333
14236,2012-11-21,24.0,,,,,0.0,,,,,,4849.625625625
14237,2012-11-22,24.0,,,,,0.0,,,,,,4809.76543375
14238,2012-11-23,24.0,,,,,0.0,,,,,,4780.280442083334
14239,2012-11-24,24.0,,,,,0.0,,,,,,4815.0
14240,2012-11-25,24.0,,,,,0.0,,,,,,5168.9767985416665
14241,2012-11-26,24.0,,,,,0.0,,,,,,6352.187393125
14242,2012-11-27,24.0,,,,,0.0,,,,,,6464.911132708334
14243,2012-11-28,24.0,,,,,0.0,,,,,,5232.871499166667
14244,2012-11-29,24.0,,,,,0.0,,,,,,4760.835067708334
14245,2012-11-30,24.0,,,,,0.0,,,,,,4347.854724583333
14246,2012-12-01,24.0,,,,,0.0,,,,,,4080.504451875
14247,2012-12-02,17.75,,,,,0.0,,,,,,5013.025741041667
14248,2012-12-03,24.0,,,,,0.0,,,,,,6207.692474583333
14249,2012-12-04,24.0,,,,,0.0,,,,,,6218.816413333333
14250,2012-12-05,24.0,,,,,0.0,,,,,,5598.0139079166665
14251,2012-12-06,24.0,,,,,0.0,,,,,,5780.115073541667
14252,2012-12-07,24.0,,,,,0.0,,,,,,5713.836120833334
14253,2012-12-08,24.0,,,,,0.0,,,,,,5718.9892575
14254,2012-12-09,24.0,,,,,0.0,,,,,,5120.57820875
14255,2012-12-10,24.0,,,,,0.0,,,,,,4333.805519166666
14256,2012-12-11,22.5,,,,,0.0,,,,,,4157.3384725
14257,2012-12-12,12.29167,,,,,0.0,,,,,,2268.439546875
14258,2012-12-13,9.37501,,,,,0.0,,,,,,1744.9457675
14259,2012-12-14,24.0,,,,,0.0,,,,,,4446.463184583334
14260,2012-12-15,11.91667,,,,,0.0,,,,,,1960.3736889583333
14261,2012-12-16,24.0,,,,,0.0,,,,,,4570.9721910416665
14262,2012-12-17,24.0,,,,,0.0,,,,,,4596.8
14263,2012-12-18,24.0,,,,,0.0,,,,,,4605.81537625
14264,2012-12-19,24.0,,,,,0.0,,,,,,4609.078560208333
14265,2012-12-20,24.0,,,,,0.0,,,,,,6038.4310070833335
14266,2012-12-21,24.0,,,,,0.0,,,,,,7033.034515416667
14267,2012-12-22,24.0,,,,,0.0,,,,,,7005.061141875
14268,2012-12-23,24.0,,,,,0.0,,,,,,6746.681412083333
14269,2012-12-24,24.0,,,,,0.0,,,,,,4505.167251666667
14270,2012-12-25,24.0,,,,,0.0,,,,,,4527.2420425
14271,2012-12-26,24.0,,,,,0.0,,,,,,4536.0
14272,2012-12-27,24.0,,,,,0.0,,,,,,4498.0
14273,2012-12-28,24.0,,,,,0.0,,,,,,4460.0
14274,2012-12-29,24.0,,,,,0.0,,,,,,6440.0
14275,2012-12-30,24.0,,,,,0.0,,,,,,6818.0
14276,2012-12-31,24.0,,,,,0.0,,,,,,5573.0
14277,2013-01-01,24.0,,,,,0.0,,,,,,4332.887880833333
14278,2013-01-02,24.0,,,,,0.0,,,,,,4507.8148260416665
14279,2013-01-03,24.0,,,,,0.0,,,,,,4473.853082
14280,2013-01-04,24.0,,,,,0.0,,,,,,4456.212
14281,2013-01-05,24.0,,,,,0.0,,,,,,5358.960922083334
14282,2013-01-06,24.0,,,,,0.0,,,,,,6966.5687
14283,2013-01-07,24.0,,,,,0.0,,,,,,6935.079
14284,2013-01-08,24.0,,,,,0.0,,,,,,4545.0
14285,2013-01-09,24.0,,,,,0.0,,,,,,4500.73603125
14286,2013-01-10,24.0,,,,,0.0,,,,,,4482.1111075
14287,2013-01-11,24.0,,,,,0.0,,,,,,4453.095421041667
14288,2013-01-12,24.0,,,,,0.0,,,,,,4478.6077502083335
14289,2013-01-13,12.58333,,,,,0.0,,,,,,2501.3523120833333
14290,2013-01-14,24.0,,,,,0.0,,,,,,5911.102394166666
14291,2013-01-15,24.0,,,,,0.0,,,,,,5942.620491041666
14292,2013-01-16,24.0,,,,,0.0,,,,,,5997.920035833334
14293,2013-01-17,24.0,,,,,0.0,,,,,,5530.913578125
14294,2013-01-18,24.0,,,,,0.0,,,,,,6007.482116875
14295,2013-01-19,24.0,,,,,0.0,,,,,,6085.821540416667
14296,2013-01-20,24.0,,,,,0.0,,,,,,5890.080559166667
14297,2013-01-21,24.0,,,,,0.0,,,,,,4713.229538125
14298,2013-01-22,24.0,,,,,0.0,,,,,,5295.8
14299,2013-01-23,24.0,,,,,0.0,,,,,,5037.522224166667
14300,2013-01-24,23.66667,,,,,0.0,,,,,,4861.013442083334
14301,2013-01-25,24.0,,,,,0.0,,,,,,5095.222176041667
14302,2013-01-26,24.0,,,,,0.0,,,,,,5253.303283333334
14303,2013-01-27,24.0,,,,,0.0,,,,,,5265.743232708333
14304,2013-01-28,24.0,,,,,0.0,,,,,,5231.238327708334
14305,2013-01-29,24.0,,,,,0.0,,,,,,5284.4163358333335
14306,2013-01-30,24.0,,,,,0.0,,,,,,5314.770248541667
14307,2013-01-31,24.0,,,,,0.0,,,,,,5229.207831666667
14308,2013-02-01,24.0,,,,,0.0,,,,,,5025.3337325
14309,2013-02-02,24.0,,,,,0.0,,,,,,4961.578575208333
14310,2013-02-03,24.0,,,,,0.0,,,,,,4943.399497291667
14311,2013-02-04,24.0,,,,,0.0,,,,,,4955.271301458333
14312,2013-02-05,24.0,,,,,0.0,,,,,,4962.547005416666
14313,2013-02-06,24.0,,,,,0.0,,,,,,5827.6438525
14314,2013-02-07,24.0,,,,,0.0,,,,,,6532.0
14315,2013-02-08,24.0,,,,,0.0,,,,,,6626.0
14316,2013-02-09,24.0,,,,,0.0,,,,,,5388.0
14317,2013-02-10,24.0,,,,,0.0,,,,,,4542.0
14318,2013-02-11,24.0,,,,,0.0,,,,,,4526.0
14319,2013-02-12,24.0,,,,,0.0,,,,,,5832.7527702083335
14320,2013-02-13,24.0,,,,,0.0,,,,,,6314.0
14321,2013-02-14,24.0,,,,,0.0,,,,,,6277.46
14322,2013-02-15,24.0,,,,,0.0,,,,,,4663.3
14323,2013-02-16,24.0,,,,,0.0,,,,,,4666.7
14324,2013-02-17,24.0,,,,,0.0,,,,,,4648.0
14325,2013-02-18,24.0,,,,,0.0,,,,,,5385.51
14326,2013-02-19,24.0,,,,,0.0,,,,,,5851.456794583333
14327,2013-02-20,24.0,,,,,0.0,,,,,,5724.45851875
14328,2013-02-21,24.0,,,,,0.0,,,,,,4880.451529791667
14329,2013-02-22,24.0,,,,,0.0,,,,,,4421.998961666666
14330,2013-02-23,24.0,,,,,0.0,,,,,,4440.776320416667
14331,2013-02-24,24.0,,,,,0.0,,,,,,4490.817656875
14332,2013-02-25,24.0,,,,,0.0,,,,,,4491.3910902083335
14333,2013-02-26,24.0,,,,,0.0,,,,,,5337.3387685416665
14334,2013-02-27,24.0,,,,,0.0,,,,,,6041.010605208333
14335,2013-02-28,24.0,,,,,0.0,,,,,,6041.2678375
14336,2013-03-01,16.35833,,,,,0.0,,,,,,3844.1538333333333
14337,2013-03-02,23.64167,,,,,0.0,,,,,,5729.6
14338,2013-03-03,24.0,,,,,0.0,,,,,,5833.106193125
14339,2013-03-04,24.0,,,,,0.0,,,,,,5805.4413
14340,2013-03-05,24.0,,,,,0.0,,,,,,4864.8
14341,2013-03-06,24.0,,,,,0.0,,,,,,5064.9066847916665
14342,2013-03-07,1.85833,,,,,0.0,,,,,,392.3054941666667
14343,2013-03-08,0.0,,,,,0.0,,,,,,0.0
14344,2013-03-09,0.0,,,,,0.0,,,,,,0.0
14345,2013-03-10,8.14167,,,,,0.0,,,,,,1515.893144375
14346,2013-03-11,15.19167,,,,,0.0,,,,,,3561.4
14347,2013-03-12,0.0,,,,,0.0,,,,,,0.0
14348,2013-03-13,0.0,,,,,0.0,,,,,,0.0
14349,2013-03-14,0.16667,,,,,0.0,,,,,,0.0
14350,2013-03-15,12.16667,,,,,0.0,,,,,,1523.7358664583332
14351,2013-03-16,0.0,,,,,0.0,,,,,,148.65513625
14352,2013-03-17,9.475,,,,,0.0,,,,,,1246.0650158333333
14353,2013-03-18,0.69167,,,,,0.0,,,,,,344.56256729166665
14354,2013-03-19,0.0,,,,,0.0,,,,,,94.0
14355,2013-03-20,0.0,,,,,0.0,,,,,,0.0
14356,2013-03-21,0.0,,,,,0.0,,,,,,0.0
14357,2013-03-22,17.64166,,,,,0.0,,,,,,3935.0
14358,2013-03-23,24.0,,,,,0.0,,,,,,3354.0
14359,2013-03-24,24.0,,,,,0.0,,,,,,3510.0
14360,2013-03-25,9.8,,,,,0.0,,,,,,2791.0
14361,2013-03-26,24.0,,,,,0.0,,,,,,5759.7
14362,2013-03-27,24.0,,,,,0.0,,,,,,6214.199913333333
14363,2013-03-28,22.33334,,,,,0.0,,,,,,3729.7
14364,2013-03-29,24.0,,,,,0.0,,,,,,4947.32
14365,2013-03-30,24.0,,,,,0.0,,,,,,5985.52
14366,2013-03-31,23.0,,,,,0.0,,,,,,5803.0
14367,2013-04-01,23.16666,,,,,0.0,,,,,,3988.696801875
14368,2013-04-02,0.0,,,,,0.0,,,,,,0.0
14369,2013-04-03,17.0,,,,,0.0,,,,,,1850.2990214583333
14370,2013-04-04,24.0,,,,,0.0,,,,,,3850.881043125
14371,2013-04-05,20.69167,,,,,0.0,,,,,,2599.1323497916665
14372,2013-04-06,0.0,,,,,0.0,,,,,,0.0
14373,2013-04-07,0.0,,,,,0.0,,,,,,0.0
14374,2013-04-08,0.0,,,,,0.0,,,,,,0.0
14375,2013-04-09,0.0,,,,,0.0,,,,,,0.0
14376,2013-04-10,6.31,,,,,0.0,,,,,,1261.5858585416668
14377,2013-04-11,24.0,,,,,0.0,,,,,,5803.48838875
14378,2013-04-12,24.0,,,,,0.0,,,,,,6119.4094314583335
14379,2013-04-13,24.0,,,,,0.0,,,,,,6089.91768625
14380,2013-04-14,24.0,,,,,0.0,,,,,,6133.31283625
14381,2013-04-15,23.99907,,,,,0.0,,,,,,4696.627616458333
14382,2013-04-16,22.00093,,,,,0.0,,,,,,4101.890366875
14383,2013-04-17,23.16666,,,,,0.0,,,,,,4217.6
14384,2013-04-18,24.0,,,,,0.0,,,,,,5518.454886875
14385,2013-04-19,24.0,,,,,0.0,,,,,,6087.248222291667
14386,2013-04-20,24.0,,,,,0.0,,,,,,6057.0365985416665
14387,2013-04-21,24.0,,,,,0.0,,,,,,6146.9
14388,2013-04-22,24.0,,,,,0.0,,,,,,6172.643340833333
14389,2013-04-23,24.0,,,,,0.0,,,,,,6277.2057420833335
14390,2013-04-24,24.0,,,,,0.0,,,,,,4576.081123333333
14391,2013-04-25,24.0,,,,,0.0,,,,,,4496.309753541666
14392,2013-04-26,24.0,,,,,0.0,,,,,,3690.028865625
14393,2013-04-27,24.0,,,,,0.0,,,,,,4808.684059583334
14394,2013-04-28,16.83333,,,,,0.0,,,,,,5115.680612916667
14395,2013-04-29,24.0,,,,,0.0,,,,,,5286.481067916667
14396,2013-04-30,24.0,,,,,0.0,,,,,,6711.0
14397,2013-05-01,24.0,,,,,0.0,,,,,,7717.0
14398,2013-05-02,24.0,,,,,0.0,,,,,,7339.0
14399,2013-05-03,24.0,,,,,0.0,,,,,,6576.0
14400,2013-05-04,24.0,,,,,0.0,,,,,,5781.0
14401,2013-05-05,24.0,,,,,0.0,,,,,,6127.0
14402,2013-05-06,24.0,,,,,0.0,,,,,,5878.0
14403,2013-05-07,24.0,,,,,0.0,,,,,,5700.6
14404,2013-05-08,24.0,,,,,0.0,,,,,,5638.6
14405,2013-05-09,24.0,,,,,0.0,,,,,,5649.73
14406,2013-05-10,24.0,,,,,0.0,,,,,,5671.5
14407,2013-05-11,24.0,,,,,0.0,,,,,,5654.9
14408,2013-05-12,24.0,,,,,0.0,,,,,,5635.8999254166665
14409,2013-05-13,24.0,,,,,0.0,,,,,,5440.39
14410,2013-05-14,15.16667,,,,,0.0,,,,,,3496.5593552083333
14411,2013-05-15,24.0,,,,,0.0,,,,,,4722.467903541667
14412,2013-05-16,24.0,,,,,0.0,,,,,,5501.1
14413,2013-05-17,21.75,,,,,0.0,,,,,,4004.644315
14414,2013-05-18,24.0,,,,,0.0,,,,,,4505.855468541667
14415,2013-05-19,24.0,,,,,0.0,,,,,,4590.8440702083335
14416,2013-05-20,24.0,,,,,0.0,,,,,,5498.6
14417,2013-05-21,18.05833,,,,,0.0,,,,,,4903.496616875
14418,2013-05-22,0.0,,,,,0.0,,,,,,0.0
14419,2013-05-23,2.65833,,,,,0.0,,,,,,739.3
14420,2013-05-24,24.0,,,,,0.0,,,,,,6794.00087
14421,2013-05-25,24.0,,,,,0.0,,,,,,6717.192185208333
14422,2013-05-26,24.0,,,,,0.0,,,,,,7089.4769739583335
14423,2013-05-27,23.66667,,,,,0.0,,,,,,7181.987703333333
14424,2013-05-28,24.0,,,,,0.0,,,,,,7520.1
14425,2013-05-29,24.0,,,,,0.0,,,,,,6616.136726458333
14426,2013-05-30,24.0,,,,,0.0,,,,,,6135.954269375
14427,2013-05-31,24.0,,,,,0.0,,,,,,6108.129585
14428,2013-06-01,24.0,,,,,0.0,,,,,,6241.0051425
14429,2013-06-02,24.0,,,,,0.0,,,,,,6187.721893541667
14430,2013-06-03,24.0,,,,,0.0,,,,,,5235.2
14431,2013-06-04,24.0,,,,,0.0,,,,,,5977.262336458333
14432,2013-06-05,9.00834,,,,,0.0,,,,,,2016.3892691666667
14433,2013-06-06,9.49166,,,,,0.0,,,,,,3300.7837489583335
14434,2013-06-07,24.0,,,,,0.0,,,,,,8018.150024375
14435,2013-06-08,24.0,,,,,0.0,,,,,,7857.850355833333
14436,2013-06-09,18.675,,,,,0.0,,,,,,5234.792797083333
14437,2013-06-10,18.99166,,,,,0.0,,,,,,4904.599702083333
14438,2013-06-11,24.0,,,,,0.0,,,,,,5750.0
14439,2013-06-12,24.0,,,,,0.0,,,,,,5291.0
14440,2013-06-13,24.0,,,,,0.0,,,,,,5320.0
14441,2013-06-14,24.0,,,,,0.0,,,,,,5369.0
14442,2013-06-15,24.0,,,,,0.0,,,,,,5444.201712916667
14443,2013-06-16,24.0,,,,,0.0,,,,,,5892.0
14444,2013-06-17,24.0,,,,,0.0,,,,,,5157.0
14445,2013-06-18,24.0,,,,,0.0,,,,,,4705.6
14446,2013-06-19,24.0,,,,,0.0,,,,,,5060.06380125
14447,2013-06-20,24.0,,,,,0.0,,,,,,6748.2675275
14448,2013-06-21,20.34167,,,,,0.0,,,,,,5489.99
14449,2013-06-22,0.0,,,,,0.0,,,,,,64.33462229166666
14450,2013-06-23,0.0,,,,,0.0,,,,,,60.187639375
14451,2013-06-24,0.0,,,,,0.0,,,,,,0.0
14452,2013-06-25,2.40833,,,,,0.0,,,,,,320.27351541666667
14453,2013-06-26,24.0,,,,,0.0,,,,,,4872.047696041666
14454,2013-06-27,17.18981,,,,,0.0,,,,,,2816.6279127083335
14455,2013-06-28,21.14352,,,,,0.0,,,,,,4014.25920875
14456,2013-06-29,24.0,,,,,0.0,,,,,,6103.38539125
14457,2013-06-30,24.0,,,,,0.0,,,,,,5177.211174375
14458,2013-07-01,24.0,,,,,0.0,,,,,,4576.9840925
14459,2013-07-02,24.0,,,,,0.0,,,,,,5884.709998541667
14460,2013-07-03,24.0,,,,,0.0,,,,,,6408.416945833334
14461,2013-07-04,16.00834,,,,,0.0,,,,,,4518.539599166666
14462,2013-07-05,6.325,,,,,0.0,,,,,,2451.4572066666665
14463,2013-07-06,17.66667,,,,,0.0,,,,,,2812.64795625
14464,2013-07-07,24.0,,,,,0.0,,,,,,4943.718368541667
14465,2013-07-08,24.0,,,,,0.0,,,,,,6150.763786875
14466,2013-07-09,24.0,,,,,0.0,,,,,,6167.466202083333
14467,2013-07-10,24.0,,,,,0.0,,,,,,6414.419960416667
14468,2013-07-11,24.0,,,,,0.0,,,,,,5331.839782916667
14469,2013-07-12,24.0,,,,,0.0,,,,,,5244.249504166667
14470,2013-07-13,24.0,,,,,0.0,,,,,,5295.1744
14471,2013-07-14,24.0,,,,,0.0,,,,,,5517.986442708333
14472,2013-07-15,24.0,,,,,0.0,,,,,,5710.532898125
14473,2013-07-16,24.0,,,,,0.0,,,,,,5575.0
