,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
13242,2010-03-03,0.0,,,,,0.0,,,,,,
13243,2010-03-04,0.0,,,,,0.0,,,,,,
13244,2010-03-05,0.0,,,,,0.0,,,,,,
13245,2010-03-06,13.16667,,,,,0.0,,,,,,2661.2621696296296
13246,2010-03-07,0.0,,,,,0.0,,,,,,
13247,2010-03-08,15.84167,,,,,0.0,,,,,,5093.0
13248,2010-03-09,24.0,,,,,0.0,,,,,,6180.198401875
13249,2010-03-10,24.0,,,,,0.0,,,,,,4154.252676666667
13250,2010-03-11,23.5,,,,,0.0,,,,,,4168.236712291667
13251,2010-03-12,15.5,,,,,0.0,,,,,,2918.0
13252,2010-03-13,24.0,,,,,0.0,,,,,,8799.542572291666
13253,2010-03-14,24.0,,,,,0.0,,,,,,8817.7574775
13254,2010-03-15,24.0,,,,,0.0,,,,,,8722.132767708334
13255,2010-03-16,24.0,,,,,0.0,,,,,,8470.902625833334
13256,2010-03-17,24.0,,,,,0.0,,,,,,6072.993003958333
13257,2010-03-18,24.0,,,,,0.0,,,,,,4708.917556666666
13258,2010-03-19,24.0,,,,,0.0,,,,,,4880.472099791667
13259,2010-03-20,24.0,,,,,0.0,,,,,,4942.562515416666
13260,2010-03-21,24.0,,,,,0.0,,,,,,4954.79908
13261,2010-03-22,24.0,,,,,0.0,,,,,,5037.0306245833335
13262,2010-03-23,24.0,,,,,0.0,,,,,,6709.250945833333
13263,2010-03-24,24.0,,,,,0.0,,,,,,7421.374144791666
13264,2010-03-25,24.0,,,,,0.0,,,,,,7397.49263
13265,2010-03-26,24.0,,,,,0.0,,,,,,7608.09309375
13266,2010-03-27,24.0,,,,,0.0,,,,,,7755.0504
13267,2010-03-28,23.0,,,,,0.0,,,,,,8062.066724565218
13268,2010-03-29,24.0,,,,,0.0,,,,,,8219.054412708334
13269,2010-03-30,24.0,,,,,0.0,,,,,,8110.08866875
13270,2010-03-31,24.0,,,,,0.0,,,,,,8090.760742083334
13271,2010-04-01,12.00001,,,,,0.0,,,,,,1545.0
13272,2010-04-02,24.0,,,,,0.0,,,,,,7744.605117708334
13273,2010-04-03,22.66667,,,,,0.0,,,,,,7718.467319787234
13274,2010-04-04,24.0,,,,,0.0,,,,,,8509.330673125
13275,2010-04-05,24.0,,,,,0.0,,,,,,8514.0
13276,2010-04-06,24.0,,,,,0.0,,,,,,8328.599838333334
13277,2010-04-07,24.0,,,,,0.0,,,,,,8645.0697475
13278,2010-04-08,24.0,,,,,0.0,,,,,,8651.305236666667
13279,2010-04-09,24.0,,,,,0.0,,,,,,5595.818435
13280,2010-04-10,24.0,,,,,0.0,,,,,,4654.888892916667
13281,2010-04-11,21.0,,,,,0.0,,,,,,4186.0
13282,2010-04-12,10.5,,,,,0.0,,,,,,2219.0
13283,2010-04-13,0.0,,,,,0.0,,,,,,
13284,2010-04-14,0.0,,,,,0.0,,,,,,
13285,2010-04-15,0.0,,,,,0.0,,,,,,
13286,2010-04-16,0.0,,,,,0.0,,,,,,
13287,2010-04-17,0.0,,,,,0.0,,,,,,
13288,2010-04-18,0.0,,,,,0.0,,,,,,
13289,2010-04-19,0.0,,,,,0.0,,,,,,0.0
13290,2010-04-20,0.0,,,,,0.0,,,,,,
13291,2010-04-21,0.0,,,,,0.0,,,,,,
13292,2010-04-22,0.0,,,,,0.0,,,,,,
13293,2010-04-23,23.225,,,,,0.0,,,,,,7889.0
13294,2010-04-24,24.0,,,,,0.0,,,,,,7845.196838125
13295,2010-04-25,24.0,,,,,0.0,,,,,,7902.375838958334
13296,2010-04-26,24.0,,,,,0.0,,,,,,8404.257180625
13297,2010-04-27,24.0,,,,,0.0,,,,,,9344.585647708333
13298,2010-04-28,24.0,,,,,0.0,,,,,,8829.625686666666
13299,2010-04-29,24.0,,,,,0.0,,,,,,8129.922256666667
13300,2010-04-30,24.0,,,,,0.0,,,,,,8525.178666041667
13301,2010-05-01,24.0,,,,,0.0,,,,,,8695.502486875
13302,2010-05-02,24.0,,,,,0.0,,,,,,7712.272217083333
13303,2010-05-03,24.0,,,,,0.0,,,,,,6891.623245208333
13304,2010-05-04,24.0,,,,,0.0,,,,,,7281.097076666667
13305,2010-05-05,24.0,,,,,0.0,,,,,,7666.756759375
13306,2010-05-06,24.0,,,,,0.0,,,,,,7998.011916458333
13307,2010-05-07,24.0,,,,,0.0,,,,,,8405.844405625
13308,2010-05-08,24.0,,,,,0.0,,,,,,8205.1596675
13309,2010-05-09,24.0,,,,,0.0,,,,,,8196.247314791666
13310,2010-05-10,24.0,,,,,0.0,,,,,,8161.547729375
13311,2010-05-11,24.0,,,,,0.0,,,,,,8304.599105833333
13312,2010-05-12,24.0,,,,,0.0,,,,,,8434.940948125
13313,2010-05-13,24.0,,,,,0.0,,,,,,7843.311362916666
13314,2010-05-14,24.0,,,,,0.0,,,,,,8198.734953958334
13315,2010-05-15,24.0,,,,,0.0,,,,,,8528.0
13316,2010-05-16,24.0,,,,,0.0,,,,,,8554.345840625
13317,2010-05-17,24.0,,,,,0.0,,,,,,8825.1817625
13318,2010-05-18,24.0,,,,,0.0,,,,,,8900.5096125
13319,2010-05-19,24.0,,,,,0.0,,,,,,8762.577209375
13320,2010-05-20,24.0,,,,,0.0,,,,,,8645.625869375
13321,2010-05-21,24.0,,,,,0.0,,,,,,8695.335464166666
13322,2010-05-22,24.0,,,,,0.0,,,,,,8795.791320625
13323,2010-05-23,24.0,,,,,0.0,,,,,,8763.168197708334
13324,2010-05-24,24.0,,,,,0.0,,,,,,8677.571793333333
13325,2010-05-25,24.0,,,,,0.0,,,,,,8578.758560208333
13326,2010-05-26,24.0,,,,,0.0,,,,,,8194.171219375
13327,2010-05-27,24.0,,,,,0.0,,,,,,8201.517226875
13328,2010-05-28,24.0,,,,,0.0,,,,,,6693.43920875
13329,2010-05-29,24.0,,,,,0.0,,,,,,6739.255096041667
13330,2010-05-30,24.0,,,,,0.0,,,,,,6898.876525625
13331,2010-05-31,24.0,,,,,0.0,,,,,,7761.963531458333
13332,2010-06-01,24.0,,,,,0.0,,,,,,7485.687972916667
13333,2010-06-02,24.0,,,,,0.0,,,,,,6105.743545833333
13334,2010-06-03,24.0,,,,,0.0,,,,,,8117.058433541667
13335,2010-06-04,24.0,,,,,0.0,,,,,,8296.578781041666
13336,2010-06-05,24.0,,,,,0.0,,,,,,8566.681579375
13337,2010-06-06,24.0,,,,,0.0,,,,,,8137.603225625
13338,2010-06-07,24.0,,,,,0.0,,,,,,7956.347000416667
13339,2010-06-08,24.0,,,,,0.0,,,,,,7214.203964375
13340,2010-06-09,24.0,,,,,0.0,,,,,,7427.802719791666
13341,2010-06-10,24.0,,,,,0.0,,,,,,7371.3607483333335
13342,2010-06-11,24.0,,,,,0.0,,,,,,7080.393294791666
13343,2010-06-12,24.0,,,,,0.0,,,,,,7263.049759583333
13344,2010-06-13,24.0,,,,,0.0,,,,,,7450.826949375
13345,2010-06-14,24.0,,,,,0.0,,,,,,7136.723518125
13346,2010-06-15,24.0,,,,,0.0,,,,,,6831.864302916667
13347,2010-06-16,24.0,,,,,0.0,,,,,,7173.208617916666
13348,2010-06-17,24.0,,,,,0.0,,,,,,7377.626373541667
13349,2010-06-18,24.0,,,,,0.0,,,,,,7226.0
13350,2010-06-19,20.66667,,,,,0.0,,,,,,5499.0
13351,2010-06-20,24.0,,,,,0.0,,,,,,7380.462082083333
13352,2010-06-21,24.0,,,,,0.0,,,,,,7486.048614166667
13353,2010-06-22,24.0,,,,,0.0,,,,,,7076.726577708333
13354,2010-06-23,24.0,,,,,0.0,,,,,,7125.336257916667
13355,2010-06-24,24.0,,,,,0.0,,,,,,5367.0
13356,2010-06-25,24.0,,,,,0.0,,,,,,7683.0
13357,2010-06-26,24.0,,,,,0.0,,,,,,6440.170394791667
13358,2010-06-27,24.0,,,,,0.0,,,,,,7482.289657291667
13359,2010-06-28,24.0,,,,,0.0,,,,,,7723.000824375
13360,2010-06-29,24.0,,,,,0.0,,,,,,7588.847762916666
13361,2010-06-30,24.0,,,,,0.0,,,,,,6924.93977375
13362,2010-07-01,24.0,,,,,0.0,,,,,,7041.543029583333
13363,2010-07-02,24.0,,,,,0.0,,,,,,7242.265243333333
13364,2010-07-03,24.0,,,,,0.0,,,,,,5491.144935208334
13365,2010-07-04,24.0,,,,,0.0,,,,,,6568.832824791667
13366,2010-07-05,24.0,,,,,0.0,,,,,,7324.702790208334
13367,2010-07-06,24.0,,,,,0.0,,,,,,7500.031723541667
13368,2010-07-07,24.0,,,,,0.0,,,,,,7651.788833125
13369,2010-07-08,24.0,,,,,0.0,,,,,,7178.91178875
13370,2010-07-09,24.0,,,,,0.0,,,,,,6787.199066875
13371,2010-07-10,23.16667,,,,,0.0,,,,,,5826.231415833333
13372,2010-07-11,24.0,,,,,0.0,,,,,,7375.7672425
13373,2010-07-12,24.0,,,,,0.0,,,,,,7153.062926875
13374,2010-07-13,24.0,,,,,0.0,,,,,,7153.46759125
13375,2010-07-14,24.0,,,,,0.0,,,,,,7124.302978541667
13376,2010-07-15,24.0,,,,,0.0,,,,,,7222.607528125
13377,2010-07-16,24.0,,,,,0.0,,,,,,7404.571273333333
13378,2010-07-17,24.0,,,,,0.0,,,,,,7506.913574583334
13379,2010-07-18,24.0,,,,,0.0,,,,,,6832.850585416667
13380,2010-07-19,24.0,,,,,0.0,,,,,,6513.10736125
13381,2010-07-20,24.0,,,,,0.0,,,,,,6350.209083541667
13382,2010-07-21,24.0,,,,,0.0,,,,,,6372.802170208333
13383,2010-07-22,24.0,,,,,0.0,,,,,,6670.014968541666
13384,2010-07-23,24.0,,,,,0.0,,,,,,6970.37184125
13385,2010-07-24,24.0,,,,,0.0,,,,,,6874.047226875
13386,2010-07-25,24.0,,,,,0.0,,,,,,6678.877671041667
13387,2010-07-26,24.0,,,,,0.0,,,,,,6750.03588875
13388,2010-07-27,24.0,,,,,0.0,,,,,,6789.205734375
13389,2010-07-28,24.0,,,,,0.0,,,,,,6855.907881458334
13390,2010-07-29,24.0,,,,,0.0,,,,,,6880.892029583333
13391,2010-07-30,24.0,,,,,0.0,,,,,,6922.033325
13392,2010-07-31,24.0,,,,,0.0,,,,,,6803.239013958333
13393,2010-08-01,24.0,,,,,0.0,,,,,,6818.512665208334
13394,2010-08-02,24.0,,,,,0.0,,,,,,6882.271591458333
13395,2010-08-03,24.0,,,,,0.0,,,,,,6858.803085833333
13396,2010-08-04,24.0,,,,,0.0,,,,,,6859.10173
13397,2010-08-05,21.83333,,,,,0.0,,,,,,6371.0
13398,2010-08-06,24.0,,,,,0.0,,,,,,6919.298126875
13399,2010-08-07,22.0,,,,,0.0,,,,,,6510.294344666667
13400,2010-08-08,24.0,,,,,0.0,,,,,,7323.998398333333
13401,2010-08-09,24.0,,,,,0.0,,,,,,6852.956741875
13402,2010-08-10,24.0,,,,,0.0,,,,,,6799.432082916666
13403,2010-08-11,24.0,,,,,0.0,,,,,,6763.3180391666665
13404,2010-08-12,24.0,,,,,0.0,,,,,,6711.526580833333
13405,2010-08-13,24.0,,,,,0.0,,,,,,6797.065490208333
13406,2010-08-14,24.0,,,,,0.0,,,,,,6813.069961458334
13407,2010-08-15,24.0,,,,,0.0,,,,,,6550.249514166667
13408,2010-08-16,23.83333,,,,,0.0,,,,,,2630.371683125
13409,2010-08-17,4.8,,,,,0.0,,,,,,3956.202409
13410,2010-08-18,0.0,,,,,0.0,,,,,,
13411,2010-08-19,0.0,,,,,0.0,,,,,,
13412,2010-08-20,0.0,,,,,0.0,,,,,,
13413,2010-08-21,0.0,,,,,0.0,,,,,,
13414,2010-08-22,0.0,,,,,0.0,,,,,,
13415,2010-08-23,0.0,,,,,0.0,,,,,,
13416,2010-08-24,0.0,,,,,0.0,,,,,,
13417,2010-08-25,0.0,,,,,0.0,,,,,,
13418,2010-08-26,0.0,,,,,0.0,,,,,,
13419,2010-08-27,0.0,,,,,0.0,,,,,,
13420,2010-08-28,0.0,,,,,0.0,,,,,,
13421,2010-08-29,16.34167,,,,,0.0,,,,,,3588.6016824242424
13422,2010-08-30,24.0,,,,,0.0,,,,,,4438.522376666667
13423,2010-08-31,22.33333,,,,,0.0,,,,,,3861.881251521739
13424,2010-09-01,18.16666,,,,,0.0,,,,,,4403.689537297298
13425,2010-09-02,24.0,,,,,0.0,,,,,,5853.5588672916665
13426,2010-09-03,24.0,,,,,0.0,,,,,,5973.732208333333
13427,2010-09-04,24.0,,,,,0.0,,,,,,6448.371109583333
13428,2010-09-05,24.0,,,,,0.0,,,,,,6251.036003125
13429,2010-09-06,24.0,,,,,0.0,,,,,,6343.435035
13430,2010-09-07,24.0,,,,,0.0,,,,,,6627.390869166667
13431,2010-09-08,24.0,,,,,0.0,,,,,,6524.51849375
13432,2010-09-09,24.0,,,,,0.0,,,,,,6535.578140833333
13433,2010-09-10,24.0,,,,,0.0,,,,,,6693.561554375
13434,2010-09-11,24.0,,,,,0.0,,,,,,6154.804201666667
13435,2010-09-12,24.0,,,,,0.0,,,,,,4542.078941458333
13436,2010-09-13,24.0,,,,,0.0,,,,,,4803.788200625
13437,2010-09-14,24.0,,,,,0.0,,,,,,4055.890029583333
13438,2010-09-15,24.0,,,,,0.0,,,,,,4280.325553333333
13439,2010-09-16,24.0,,,,,0.0,,,,,,4554.35064
13440,2010-09-17,24.0,,,,,0.0,,,,,,5300.0
13441,2010-09-18,19.66667,,,,,0.0,,,,,,3770.0
13442,2010-09-19,24.0,,,,,0.0,,,,,,3323.8327939583332
13443,2010-09-20,24.0,,,,,0.0,,,,,,3487.0
13444,2010-09-21,24.0,,,,,0.0,,,,,,2172.766212708333
13445,2010-09-22,24.0,,,,,0.0,,,,,,3963.4645270833335
13446,2010-09-23,23.91667,,,,,0.0,,,,,,5903.005824791667
13447,2010-09-24,24.0,,,,,0.0,,,,,,6434.584854375
13448,2010-09-25,24.0,,,,,0.0,,,,,,5748.528526666667
13449,2010-09-26,22.0,,,,,0.0,,,,,,5754.882845434782
13450,2010-09-27,24.0,,,,,0.0,,,,,,7465.08659375
13451,2010-09-28,24.0,,,,,0.0,,,,,,7547.812957708334
13452,2010-09-29,24.0,,,,,0.0,,,,,,7654.191955416667
13453,2010-09-30,11.66667,,,,,0.0,,,,,,4613.993766
13454,2010-10-01,24.0,,,,,0.0,,,,,,5577.356689375
13455,2010-10-02,24.0,,,,,0.0,,,,,,8194.973114166667
13456,2010-10-03,24.0,,,,,0.0,,,,,,8646.1850125
13457,2010-10-04,23.24999,,,,,0.0,,,,,,7128.570547083334
13458,2010-10-05,24.0,,,,,0.0,,,,,,6167.11386875
13459,2010-10-06,24.0,,,,,0.0,,,,,,6891.554489166667
13460,2010-10-07,24.0,,,,,0.0,,,,,,6504.086532708333
13461,2010-10-08,21.16667,,,,,0.0,,,,,,4860.797525111111
13462,2010-10-09,24.0,,,,,0.0,,,,,,5988.310729375
13463,2010-10-10,24.0,,,,,0.0,,,,,,6280.976562083333
13464,2010-10-11,24.0,,,,,0.0,,,,,,6341.871078541667
13465,2010-10-12,24.0,,,,,0.0,,,,,,6502.071594166667
13466,2010-10-13,24.0,,,,,0.0,,,,,,6600.307694166667
13467,2010-10-14,24.0,,,,,0.0,,,,,,6654.329941458333
13468,2010-10-15,24.0,,,,,0.0,,,,,,6545.341965625
13469,2010-10-16,24.0,,,,,0.0,,,,,,6618.670333125
13470,2010-10-17,24.0,,,,,0.0,,,,,,6711.848084166667
13471,2010-10-18,17.99166,,,,,0.0,,,,,,6313.9080308108105
13472,2010-10-19,16.83333,,,,,0.0,,,,,,4649.0
13473,2010-10-20,13.34167,,,,,0.0,,,,,,3776.0
13474,2010-10-21,24.0,,,,,0.0,,,,,,7085.312790833334
13475,2010-10-22,24.0,,,,,0.0,,,,,,6990.4339291666665
13476,2010-10-23,24.0,,,,,0.0,,,,,,6901.566314791667
13477,2010-10-24,24.0,,,,,0.0,,,,,,6451.7512820833335
13478,2010-10-25,24.0,,,,,0.0,,,,,,6244.0
13479,2010-10-26,24.0,,,,,0.0,,,,,,6514.71241625
13480,2010-10-27,24.0,,,,,0.0,,,,,,6495.899169791666
13481,2010-10-28,24.0,,,,,0.0,,,,,,6527.874786666666
13482,2010-10-29,24.0,,,,,0.0,,,,,,6555.021865833333
13483,2010-10-30,24.0,,,,,0.0,,,,,,6727.403350833333
13484,2010-10-31,25.0,,,,,0.0,,,,,,7220.0
13485,2010-11-01,24.0,,,,,0.0,,,,,,6857.71408125
13486,2010-11-02,24.0,,,,,0.0,,,,,,7139.618834791667
13487,2010-11-03,24.0,,,,,0.0,,,,,,7043.291976666666
13488,2010-11-04,24.0,,,,,0.0,,,,,,6920.329848958333
13489,2010-11-05,24.0,,,,,0.0,,,,,,7022.752869166667
13490,2010-11-06,24.0,,,,,0.0,,,,,,7056.102111875
13491,2010-11-07,24.0,,,,,0.0,,,,,,7543.397781666667
13492,2010-11-08,21.41667,,,,,0.0,,,,,,6380.0
13493,2010-11-09,24.0,,,,,0.0,,,,,,7238.0
13494,2010-11-10,24.0,,,,,0.0,,,,,,7168.0
13495,2010-11-11,24.0,,,,,0.0,,,,,,7512.0
13496,2010-11-12,24.0,,,,,0.0,,,,,,5399.0
13497,2010-11-13,24.0,,,,,0.0,,,,,,4390.0
13498,2010-11-14,24.0,,,,,0.0,,,,,,4402.3924029166665
13499,2010-11-15,14.25,,,,,0.0,,,,,,2404.0
13500,2010-11-16,24.0,,,,,0.0,,,,,,4109.1120529166665
13501,2010-11-17,21.75,,,,,0.0,,,,,,3832.4826960869564
13502,2010-11-18,24.0,,,,,0.0,,,,,,4170.0
13503,2010-11-19,24.0,,,,,0.0,,,,,,4315.0
13504,2010-11-20,24.0,,,,,0.0,,,,,,4304.0
13505,2010-11-21,24.0,,,,,0.0,,,,,,4331.1208354166665
13506,2010-11-22,22.5,,,,,0.0,,,,,,4566.0
13507,2010-11-23,24.0,,,,,0.0,,,,,,8075.004654166667
13508,2010-11-24,24.0,,,,,0.0,,,,,,8425.852463333333
13509,2010-11-25,24.0,,,,,0.0,,,,,,8296.130295625
13510,2010-11-26,24.0,,,,,0.0,,,,,,8257.593291666666
13511,2010-11-27,24.0,,,,,0.0,,,,,,8232.791381666666
13512,2010-11-28,24.0,,,,,0.0,,,,,,8152.902770833333
13513,2010-11-29,24.0,,,,,0.0,,,,,,7736.594772291666
13514,2010-11-30,24.0,,,,,0.0,,,,,,7154.631446666666
13515,2010-12-01,24.0,,,,,0.0,,,,,,6531.8695216666665
13516,2010-12-02,24.0,,,,,0.0,,,,,,7046.068222291667
13517,2010-12-03,24.0,,,,,0.0,,,,,,6810.786499375
13518,2010-12-04,24.0,,,,,0.0,,,,,,6179.765410625
13519,2010-12-05,24.0,,,,,0.0,,,,,,6057.156769166667
13520,2010-12-06,24.0,,,,,0.0,,,,,,5982.149246458333
13521,2010-12-07,24.0,,,,,0.0,,,,,,5905.618354583334
13522,2010-12-08,24.0,,,,,0.0,,,,,,5301.638259375
13523,2010-12-09,16.0,,,,,0.0,,,,,,3931.0
13524,2010-12-10,24.0,,,,,0.0,,,,,,7664.229514791667
13525,2010-12-11,24.0,,,,,0.0,,,,,,6692.00978125
13526,2010-12-12,24.0,,,,,0.0,,,,,,6683.93423375
13527,2010-12-13,24.0,,,,,0.0,,,,,,6679.238296458333
13528,2010-12-14,24.0,,,,,0.0,,,,,,6554.32792625
13529,2010-12-15,24.0,,,,,0.0,,,,,,6576.906158333333
13530,2010-12-16,24.0,,,,,0.0,,,,,,6377.579261875
13531,2010-12-17,24.0,,,,,0.0,,,,,,5899.703971666667
13532,2010-12-18,24.0,,,,,0.0,,,,,,6003.169944791666
13533,2010-12-19,24.0,,,,,0.0,,,,,,6144.270797916667
13534,2010-12-20,24.0,,,,,0.0,,,,,,6289.074921041667
13535,2010-12-21,24.0,,,,,0.0,,,,,,6142.146582916666
13536,2010-12-22,24.0,,,,,0.0,,,,,,6220.786567916667
13537,2010-12-23,24.0,,,,,0.0,,,,,,6354.65426625
13538,2010-12-24,24.0,,,,,0.0,,,,,,6394.89508
13539,2010-12-25,24.0,,,,,0.0,,,,,,6405.7560264583335
13540,2010-12-26,24.0,,,,,0.0,,,,,,6320.276260208333
13541,2010-12-27,24.0,,,,,0.0,,,,,,6275.0959775
13542,2010-12-28,20.66667,,,,,0.0,,,,,,5298.0
13543,2010-12-29,24.0,,,,,0.0,,,,,,5058.0
13544,2010-12-30,24.0,,,,,0.0,,,,,,6694.282624166667
13545,2010-12-31,24.0,,,,,0.0,,,,,,6898.341324375
13546,2011-01-01,24.0,,,,,0.0,,,,,,6061.2973097916665
13547,2011-01-02,24.0,,,,,0.0,,,,,,6255.148383541667
13548,2011-01-03,24.0,,,,,0.0,,,,,,6519.397675
13549,2011-01-04,24.0,,,,,0.0,,,,,,6413.531097916667
13550,2011-01-05,24.0,,,,,0.0,,,,,,6154.68684375
13551,2011-01-06,24.0,,,,,0.0,,,,,,6053.988075208334
13552,2011-01-07,24.0,,,,,0.0,,,,,,6050.957167916667
13553,2011-01-08,24.0,,,,,0.0,,,,,,6076.29061125
13554,2011-01-09,24.0,,,,,0.0,,,,,,6226.35569
13555,2011-01-10,24.0,,,,,0.0,,,,,,6862.7
13556,2011-01-11,24.0,,,,,0.0,,,,,,7643.0
13557,2011-01-12,24.0,,,,,0.0,,,,,,7305.0
13558,2011-01-13,24.0,,,,,0.0,,,,,,7094.59086625
13559,2011-01-14,24.0,,,,,0.0,,,,,,6718.6435475
13560,2011-01-15,24.0,,,,,0.0,,,,,,6074.800529166667
13561,2011-01-16,24.0,,,,,0.0,,,,,,6072.302978541667
13562,2011-01-17,24.0,,,,,0.0,,,,,,6090.191597291667
13563,2011-01-18,24.0,,,,,0.0,,,,,,6042.718643541667
13564,2011-01-19,24.0,,,,,0.0,,,,,,5724.2271422916665
13565,2011-01-20,24.0,,,,,0.0,,,,,,5587.24505625
13566,2011-01-21,24.0,,,,,0.0,,,,,,5665.457665
13567,2011-01-22,24.0,,,,,0.0,,,,,,5586.38018
13568,2011-01-23,24.0,,,,,0.0,,,,,,5720.459495625
13569,2011-01-24,24.0,,,,,0.0,,,,,,5719.373497083333
13570,2011-01-25,24.0,,,,,0.0,,,,,,5640.757865625
13571,2011-01-26,24.0,,,,,0.0,,,,,,5602.3554225
13572,2011-01-27,24.0,,,,,0.0,,,,,,5616.53286
13573,2011-01-28,24.0,,,,,0.0,,,,,,5668.18361
13574,2011-01-29,24.0,,,,,0.0,,,,,,5985.8737179166665
13575,2011-01-30,24.0,,,,,0.0,,,,,,5397.947838125
13576,2011-01-31,24.0,,,,,0.0,,,,,,5410.724151458333
13577,2011-02-01,23.10833,,,,,0.0,,,,,,5981.2326055319145
13578,2011-02-02,0.0,,,,,0.0,,,,,,
13579,2011-02-03,0.0,,,,,0.0,,,,,,
13580,2011-02-04,0.0,,,,,0.0,,,,,,
13581,2011-02-05,11.89167,,,,,0.0,,,,,,3199.0
13582,2011-02-06,21.33333,,,,,0.0,,,,,,4720.974711363637
13583,2011-02-07,24.0,,,,,0.0,,,,,,4044.8047716666665
13584,2011-02-08,24.0,,,,,0.0,,,,,,4474.0
13585,2011-02-09,12.25,,,,,0.0,,,,,,1005.0
13586,2011-02-10,24.0,,,,,0.0,,,,,,4456.0
13587,2011-02-11,24.0,,,,,0.0,,,,,,4712.143188125
13588,2011-02-12,24.0,,,,,0.0,,,,,,4487.032386458333
13589,2011-02-13,17.66666,,,,,0.0,,,,,,2990.0
13590,2011-02-14,7.10833,,,,,0.0,,,,,,1263.0
13591,2011-02-15,12.05833,,,,,0.0,,,,,,3797.0086634615386
13592,2011-02-16,20.33333,,,,,0.0,,,,,,4560.957561666667
13593,2011-02-17,24.0,,,,,0.0,,,,,,7506.06036375
13594,2011-02-18,24.0,,,,,0.0,,,,,,8082.593887291667
13595,2011-02-19,24.0,,,,,0.0,,,,,,8066.581405416667
13596,2011-02-20,23.0,,,,,0.0,,,,,,7449.035071702127
13597,2011-02-21,24.0,,,,,0.0,,,,,,8176.100555416667
13598,2011-02-22,24.0,,,,,0.0,,,,,,8284.548096041666
13599,2011-02-23,24.0,,,,,0.0,,,,,,8321.4650275
13600,2011-02-24,24.0,,,,,0.0,,,,,,7695.85561375
13601,2011-02-25,24.0,,,,,0.0,,,,,,6522.311782916667
13602,2011-02-26,24.0,,,,,0.0,,,,,,6597.654312083333
13603,2011-02-27,24.0,,,,,0.0,,,,,,6506.861907708333
13604,2011-02-28,24.0,,,,,0.0,,,,,,6566.3345185416665
13605,2011-03-01,24.0,,,,,0.0,,,,,,6563.878845416667
13606,2011-03-02,24.0,,,,,0.0,,,,,,6029.179725833334
13607,2011-03-03,24.0,,,,,0.0,,,,,,5897.4759825
13608,2011-03-04,24.0,,,,,0.0,,,,,,5815.42934375
13609,2011-03-05,24.0,,,,,0.0,,,,,,5524.531730833333
13610,2011-03-06,22.66667,,,,,0.0,,,,,,5336.0
13611,2011-03-07,24.0,,,,,0.0,,,,,,5985.168067708333
13612,2011-03-08,24.0,,,,,0.0,,,,,,5136.028583958333
13613,2011-03-09,24.0,,,,,0.0,,,,,,5315.821322916667
13614,2011-03-10,24.0,,,,,0.0,,,,,,5965.0217670833335
13615,2011-03-11,24.0,,,,,0.0,,,,,,5978.0
13616,2011-03-12,24.0,,,,,0.0,,,,,,5957.044616041667
13617,2011-03-13,24.0,,,,,0.0,,,,,,5931.0
13618,2011-03-14,24.0,,,,,0.0,,,,,,6211.0
13619,2011-03-15,24.0,,,,,0.0,,,,,,6277.26304625
13620,2011-03-16,24.0,,,,,0.0,,,,,,6312.154342708333
13621,2011-03-17,14.5,,,,,0.0,,,,,,2593.0
13622,2011-03-18,24.0,,,,,0.0,,,,,,5913.1853875
13623,2011-03-19,24.0,,,,,0.0,,,,,,6087.400437083334
13624,2011-03-20,24.0,,,,,0.0,,,,,,5483.769195416667
13625,2011-03-21,24.0,,,,,0.0,,,,,,6794.382430833333
13626,2011-03-22,24.0,,,,,0.0,,,,,,5852.315345416667
13627,2011-03-23,24.0,,,,,0.0,,,,,,6659.199097083333
13628,2011-03-24,23.50834,,,,,0.0,,,,,,5876.72496375
13629,2011-03-25,21.49166,,,,,0.0,,,,,,6780.0
13630,2011-03-26,24.0,,,,,0.0,,,,,,6542.700973541667
13631,2011-03-27,23.0,,,,,0.0,,,,,,7616.7
13632,2011-03-28,24.0,,,,,0.0,,,,,,6571.3037725
13633,2011-03-29,24.0,,,,,0.0,,,,,,6014.244744166666
13634,2011-03-30,24.0,,,,,0.0,,,,,,5826.440834375
13635,2011-03-31,22.83334,,,,,0.0,,,,,,5745.823134042553
13636,2011-04-01,24.0,,,,,0.0,,,,,,5948.586966666667
13637,2011-04-02,24.0,,,,,0.0,,,,,,6075.066925625
13638,2011-04-03,24.0,,,,,0.0,,,,,,6040.815384166666
13639,2011-04-04,24.0,,,,,0.0,,,,,,6057.345397291667
13640,2011-04-05,20.83334,,,,,0.0,,,,,,5644.377645813954
13641,2011-04-06,24.0,,,,,0.0,,,,,,8310.152954375
13642,2011-04-07,24.0,,,,,0.0,,,,,,8888.9839475
13643,2011-04-08,24.0,,,,,0.0,,,,,,8406.0
13644,2011-04-09,10.66667,,,,,0.0,,,,,,1466.0
13645,2011-04-10,24.0,,,,,0.0,,,,,,4648.932166041666
13646,2011-04-11,24.0,,,,,0.0,,,,,,8095.0
13647,2011-04-12,24.0,,,,,0.0,,,,,,6969.0
13648,2011-04-13,21.33333,,,,,0.0,,,,,,5920.444243636363
